품목명,분쟁유형명,answer
,1) 사업자의 귀책사유로 인한 계약해제,"개시 전의 경우 개시 10일 전까지 통보 시 기납입액 환급 및 계약금에 해당하는 금액 배상, 개시 1일 전까지 통보 시 기납입액 환급 및 총비용의 20% 배상, 개시당일 통보 시 기납입액 환급 및 총비용의 30% 배상이며,  개시 후의 경우 계약해제 시 기납입액 환급 및 총 비용의 1/3에 해당하는 금액 배상 입니다.   (계약금이라 함은 “접수비”, “행정수속비” 등 그 용어와 상관없이 계약체결 시 지급하는 소정의 비용을 의미함. 계약금이 총 비용의 10%를 초과하는 경우에는 총 비용의 10%를 위약금으로 함.)"
예식서비스,1) 사업자의 귀책사유로 인한 계약해제,"예식일예정일로부터 150일전까지(∼150) 계약해제 통보 시, 계약금 환급 합니다.   예식예정일로부터 60일전까지(149~60) 계약해제 통보 시, 계약금 환급 및 총비용의 10% 배상 합니다.   예식예정일로부터 30일전까지(59~30) 계약해제 통보 시, 계약금 환급 및 총비용의 20% 배상 합니다.   예식예정일로부터 29일전 이후(29~당일) 계약해제 통보 시, 계약금 환급 및 총비용의 35% 배상 합니다.   총비용이라 함은 연회비용(연회음식, 음주류 등)과 예식비용(예식장 대관료, 부대시설·부대서비스·부대물품 등 이용요금, 신부드레스, 화장, 사진·비디오 촬영 등)을 포함한 금액으로 계약 시 정한 실거래금액을 말합니다."
해외유학알선,1) 사업자의 귀책사유로 인한 계약해제,대행료 전액 환급 및 손해배상 합니다.
,1) 사업자의 귀책사유로 인한 계약해제 및 해지,"회원가입계약 성립 후 정보(프로필) 제공 전에 해지된 경우에는 가입비 환급 및 가입비의 10% 배상, 정보(프로필) 제공 후 만남일자 확정 전에 해지된 경우에는 가입비 환급 및 가입비의 15% 배상, 만남일자 확정 후에 해지된 경우에는 가입비 환급 및 가입비의 20% 배상, 1회 만남 후 해지된 경우에는 가입비×(잔여 횟수/총횟수)+가입비의 20% 환급, 첫 번째 만난 상대방이 계약서상 기재된 소비자의 우선 희망 조건에 부합하지 않아 해지된 경우 가입비 환급 및 가입비의 20% 배상입니다.   참고로, 정보(프로필) 제공이란, 계약서에 기재된 희망조건에 부합하는 상대의 프로필을 처음 제공한 것을 말하며, 만남일자 확정이란, 회원 간 만남에 대한 동의가 이루어져 만남일자가 확정된 경우를 말하며(단, 사업자의 귀책사유, 상대방의 약속불이행 등으로 실제 만남이 이루어지지 않은 경우는 제외)   귀책사유란 사업자가  명백하게 객관적으로 판별할 수 있는 사항〔예: 결혼정보, 직업, 학력, 병력(病歷) 등〕에 관한 정보를 상대방에게 허위로 제공한 경우, 관리소홀(3개월 내 1회도 만남을 주선하지 않은 경우), 계약서상 기재한 우선 희망 조건(종교, 직업 등 객관적인 내용에 한정함)에 부적합한 상대를 소개한 경우 등을 말합니다.  횟수 대신 기간으로 계약한 계약을 해지할 경우에는 해지 일까지 일할 계산한 금액으로 정산하고 해지에 책임 있는 당사자가 상대방에게 가입비의 20%를 배상합니다."
,1) 사업자의 귀책사유로 인한 계약해제 및 해지,"개시일 이전의 경우 총이용요금에 총이용요금의 10%를 가산하여 소비자에게 지급하며, 개시일 이후 사업자는 총이용요금에서 해지일까지 일할계산한 이용요금을 공제한 금액에 총이용요금(계약기간이 1년을 초과하는 경우에는 1년 이용금액)의 10%를 가산하여 소비자에게 지급합니다.  (총이용요금이란 이용자가 사업자에게 계약시 정한 실거래금액을 말하며, 계약금·부대시설 이용료 등의 금액을 모두 포함한다. 다만, 보증금은 포함되지 않는다)"
고시원이용,1) 사업자의 귀책사유로 인한 계약해제 및 해지,"개시일 이전의 경우 총이용요금에 총이용요금의 10%를 가산하여 소비자에게 지급하며, 개시일 이후 사업자는 총이용요금에서 해지일까지 일할계산한 이용요금을 공제한 금액에 총이용요금(계약기간이 1년을 초과하는 경우에는 1년 이용금액)의 10%를 가산하여 소비자에게 지급합니다.  (총이용요금이란 이용자가 사업자에게 계약시 정한 실거래금액을 말하며, 계약금·부대시설 이용료 등의 금액을 모두 포함한다. 다만, 보증금은 포함되지 않는다)"
공부방이용,1) 사업자의 귀책사유로 인한 계약해제 및 해지,"개시일 이전의 경우 총이용요금에 총이용요금의 10%를 가산하여 소비자에게 지급하며, 개시일 이후 사업자는 총이용요금에서 해지일까지 일할계산한 이용요금을 공제한 금액에 총이용요금(계약기간이 1년을 초과하는 경우에는 1년 이용금액)의 10%를 가산하여 소비자에게 지급합니다.  (총이용요금이란 이용자가 사업자에게 계약시 정한 실거래금액을 말하며, 계약금·부대시설 이용료 등의 금액을 모두 포함한다. 다만, 보증금은 포함되지 않는다)"
국내결혼중개,1) 사업자의 귀책사유로 인한 계약해제 및 해지,"회원가입계약 성립 후 정보(프로필) 제공 전에 해지된 경우에는 가입비 환급 및 가입비의 10% 배상, 정보(프로필) 제공 후 만남일자 확정 전에 해지된 경우에는 가입비 환급 및 가입비의 15% 배상, 만남일자 확정 후에 해지된 경우에는 가입비 환급 및 가입비의 20% 배상, 1회 만남 후 해지된 경우에는 가입비×(잔여 횟수/총횟수)+가입비의 20% 환급, 첫 번째 만난 상대방이 계약서상 기재된 소비자의 우선 희망 조건에 부합하지 않아 해지된 경우 가입비 환급 및 가입비의 20% 배상입니다.   참고로, 정보(프로필) 제공이란, 계약서에 기재된 희망조건에 부합하는 상대의 프로필을 처음 제공한 것을 말하며, 만남일자 확정이란, 회원 간 만남에 대한 동의가 이루어져 만남일자가 확정된 경우를 말하며(단, 사업자의 귀책사유, 상대방의 약속불이행 등으로 실제 만남이 이루어지지 않은 경우는 제외)   귀책사유란 사업자가  명백하게 객관적으로 판별할 수 있는 사항〔예: 결혼정보, 직업, 학력, 병력(病歷) 등〕에 관한 정보를 상대방에게 허위로 제공한 경우, 관리소홀(3개월 내 1회도 만남을 주선하지 않은 경우), 계약서상 기재한 우선 희망 조건(종교, 직업 등 객관적인 내용에 한정함)에 부적합한 상대를 소개한 경우 등을 말합니다.  횟수 대신 기간으로 계약한 계약을 해지할 경우에는 해지 일까지 일할 계산한 금액으로 정산하고 해지에 책임 있는 당사자가 상대방에게 가입비의 20%를 배상합니다."
,1) 사업자의 귀책사유로 인한 계약해제/해지 및 손해발생,"결혼준비대행 개시 이전에는 계약금 환급 및 총 대행요금의 10% 배상이며, 결혼준비대행 개시 이후에는 손해배상입니다."
결혼준비대행서비스,1) 사업자의 귀책사유로 인한 계약해제/해지 및 손해발생,"결혼준비대행 개시 이전에는 계약금 환급 및 총 대행요금의 10% 배상이며, 결혼준비대행 개시 이후에는 손해배상입니다."
,1) 사업자의 귀책사유로 인한 계약해지,"개시 이전, 가입설치비 환급 및 1년간 월정요금 합계액의 10% 배상 합니다.   개시 이후, 해지일까지의 이용일수에 해당하는 금액 공제 후 환급 및 1년간 월정요금 합계액의 10% 배상(가입설치비가 있을 경우 면제) 합니다."
유선방송,1) 사업자의 귀책사유로 인한 계약해지,"개시 이전, 가입설치비 환급 및 1년간 월정요금 합계액의 10% 배상 합니다.   개시 이후, 해지일까지의 이용일수에 해당하는 금액 공제 후 환급 및 1년간 월정요금 합계액의 10% 배상(가입설치비가 있을 경우 면제) 합니다."
케이블TV,1) 사업자의 귀책사유로 인한 계약해지,"개시 이전, 가입설치비 환급 및 1년간 월정요금 합계액의 10% 배상 합니다.   개시 이후, 해지일까지의 이용일수에 해당하는 금액 공제 후 환급 및 1년간 월정요금 합계액의 10% 배상(가입설치비가 있을 경우 면제) 합니다."
,1) 사업자의 귀책사유로 인한 고장/훼손 및 손해 발생시 (수리/교환 및 손해배상),무상수리.부품교환 및 손해배상 입니다.
도서·음반대여(렌트),1) 사업자의 귀책사유로 인한 고장/훼손 및 손해 발생시 (수리/교환 및 손해배상),무상수리.부품교환 및 손해배상 입니다.
신변용품·악세서리대여(렌트),1) 사업자의 귀책사유로 인한 고장/훼손 및 손해 발생시 (수리/교환 및 손해배상),무상수리.부품교환 및 손해배상 입니다.
의상대여(렌트),1) 사업자의 귀책사유로 인한 고장/훼손 및 손해 발생시 (수리/교환 및 손해배상),무상수리.부품교환 및 손해배상 입니다.
정수기대여(렌트),1) 사업자의 귀책사유로 인한 고장/훼손 및 손해 발생시 (수리/교환 및 손해배상),무상수리.부품교환 및 손해배상 입니다.
,1) 사업자의 예약보증금 요구 시 정보제공의무,"외식서비스 이용전에 사업자가 예약보증금 등을 수수하는 경우, 예약보증금은 소비자에 대한 명시적인 고지 없이 위약금 및 해약금 등으로 간주되지 않습니다.  외식서비스 이용전에 사업자가 수수하는 예약보증금은 외식서비스 이용계약 체결을 예정하는 증거금이며, 외식서비스 이용 후 이용대금에 포함하는 것으로 해석합니다."
외식,1) 사업자의 예약보증금 요구 시 정보제공의무,"외식서비스 이용전에 사업자가 예약보증금 등을 수수하는 경우, 예약보증금은 소비자에 대한 명시적인 고지 없이 위약금 및 해약금 등으로 간주되지 않습니다.  외식서비스 이용전에 사업자가 수수하는 예약보증금은 외식서비스 이용계약 체결을 예정하는 증거금이며, 외식서비스 이용 후 이용대금에 포함하는 것으로 해석합니다."
,1) 사업자의 운송 불이행,"계약후 운송취소(출발 전) 시 계약금 환급 및 운임의 50% (위약금) 배상 입니다.   운송도중 버스고장, 교통사고 및 기타 사유로 인하여 운송 미완수 시, 운임환급 및 여객이 입은 손해배상 합니다.   운송인은 자기 또는 사용인의 무과실을 입증하지 못하면 여객이 운송으로 인하여 받은 손해 및 인도를 받은 수하물의 멸실, 훼손 또는 연착으로 인한 손해를 배상할 책임을 집니다.  "
,1) 사업자의 책임 있는 사유로 인한 계약 해제,"수술예정일 3일전 이전까지의 해제 시, 계약금 반환 및 계약금의 10% 배상 합니다.   수술예정일 2일전 해제 시, 계약금 반환 및 계약금의 50% 배상 합니다.  수술예정일 1일전 해제 시, 계약금 반환 및 계약금의 80% 배상 합니다.   수술 당일 혹은 수술일자 경과 후 해제하는 경우, 계약금 반환 및 계약금의 100% 배상 합니다.   다만 계약금이 수술비용의 10%를 초과하는 경우, 배상 및 환급의 기준은 수술비용 10%만을 기준으로 산정하며, 병원 또는 환자가 수술 예정일을 변경하는 경우는 계약 해지 및 해제에 해당되지 않습니다."
성형외과,1) 사업자의 책임 있는 사유로 인한 계약 해제,"수술예정일 3일전 이전까지의 해제 시, 계약금 반환 및 계약금의 10% 배상 합니다.   수술예정일 2일전 해제 시, 계약금 반환 및 계약금의 50% 배상 합니다.  수술예정일 1일전 해제 시, 계약금 반환 및 계약금의 80% 배상 합니다.   수술 당일 혹은 수술일자 경과 후 해제하는 경우, 계약금 반환 및 계약금의 100% 배상 합니다.   다만 계약금이 수술비용의 10%를 초과하는 경우, 배상 및 환급의 기준은 수술비용 10%만을 기준으로 산정하며, 병원 또는 환자가 수술 예정일을 변경하는 경우는 계약 해지 및 해제에 해당되지 않습니다."
